No_,"Manufacturer ID",Description,Price,"Retail Price Incl_ GST",AvailableQty,Rocklea,Sydney,"Net Weight","Brand Code","Product Group Code","Minor Category 1","Minor Category 2","Vendor Name","Vendor URL","Item URL",Warranty,Dimension,"Item Description",Image
II41559,TL-SG2428P,"TPL LAN TL-SG2428P",431.00,514.4,1,1,0,0,TPL,LAN,LAN-SWITCH,#,"TP Link",https://www.tp-link.com,https://www.tp-link.com/in/business-networking/omada-sdn-switch/tl-sg2428p/,"5 Year","53 X 34 X 11","TP Link TL-SG2428P, JetStream 28-Port Gigabit Smart Switch with 24-Port PoE+ Fanless 41.7Mpps Support Omada SDN, 802.1p CoS/DSCP QOS, Rack Mountable, 5 Years Warranty",https://images.auscomp.au//uploads/icecatimages/80490956/80490956_3119809979.jpg
II41560,TL-SG2210MP,"TPL LAN TL-SG2210MP",232.00,279,4,4,0,0,TPL,LAN,LAN-SWITCH,#,"TP Link",https://www.tp-link.com,https://www.tp-link.com/in/business-networking/omada-sdn-switch/tl-sg2210mp/,"5 Year",,"TP Link TL-SG2210MP JetStream 10-Port Gigabit Smart Switch with 8-Port PoE+, 14.9Mpps Support Omada SDN, 802.1p CoS/DSCP QOS, IGMP Snoop Rack Mountable, 5 Years Warranty",https://images.auscomp.au//uploads/icecatimages/80491362/80491362_7644167741.jpg
II14814,LE295394,"STU ACC LED-CCFL-CONVERTER",20.00,34,10,10,0,0,STU,ACC,ACC-OTHER,#,Studio,https://www.qcsedvit.com,https://www.qcsedvit.com/index.php?main_page=product_info&products_id=295394,,,"Studio LE295394, Cable for 15.6'' LED to CCFL converter",https://images.auscomp.au/uploads/images/II14814/full/STU-ACC-LED-CCFL-CONVERTER.JPG
II41618,VL-UC2H,"VOL CNV USB-C-M-4K-HDMI-F-ADAPTER",32.50,39,11,11,0,0.038,VOL,CNV,#,#,Volans,https://www.volans.com,https://www.volans.com.au/product/vl-uc2h/,"1 Year",,"Volans VL-UC2H, Aluminium USB-C to Dual HDMI 2.0 Adapter – 4K@60Hz, 1 Year Warranty",https://images.auscomp.au/uploads/images/II41618/full/1725000956.jpg
II41674,CL-P065-AL12SW-A,"THM FAN UX200-120MM-ARGB",46.00,79,17,17,0,0.98,THM,FAN,CPU-COOLER,FAN-120MM,Thermaltake,https://www.thermaltake.com,https://www.thermaltake.com/ux200-argb-lighting-cpu-cooler.html,"1 Year",,"Thermaltake CL-P065-AL12SW-A, UX200 ARGB Lighting CPU Cooler, 120mm, Hydro bearing, LGA 1200/1156/1155/1151/1150/775 AM4/AM3+/AM3/AM2+/AM2/FM2/FM1,1 Year Warranty",https://images.auscomp.au//uploads/icecatimages/72731391/72731391_6735917707.jpg
II41996,DP-H12RF-GL120TB,"DPC FAN GAMMAXX-L10T-BLUE",67.00,97.24,1,1,0,0.55,DPC,FAN,CPU-LIQUID-COOLER,FAN-120MM,Deepcool,https://www.deepcool.com,https://www.deepcool.com/product/LiquidCooler/2019-05/209_11025.shtml,"3 Years",,"DeepCool DP-H12RF-GL120TB, Gammaxx L120T, Size: 120mm, PWM, Noise: 30 dBA, LED: Blue, 3 Year Warranty",https://images.auscomp.au//uploads/icecatimages/80038701/80038701_5217300650.jpg
II42032,SIP-T43U,"YEA VOI 12LINE-IP-SIP-T43U",183.00,251,13,13,0,0,YEA,VOI,VOIP-PHONE,#,Yealink,https://yealink.com,https://yealink.com.br/portfolio-items/t43u-telefone-ip-yealink/,"1 Year",,"Yealink SIP-T43U, T43U 12 Line IP phone, 3.7"" 360x160 pixel Graphical LCD with backlight, Dual USB Ports, POE Support, Wall Mountable, OPUS Codec Support",https://images.auscomp.au/uploads/images/II42032/full/0/0YEA-VOI-12LINE-IP-SIP-T43U.jpg
II42066,R021D408GX2-3200C16D,"THM MEM 4-16GB-R021D408GX2-3200C16D",124.00,199,1,1,0,0.18,THM,MEM,MEM-DESKTOP,MEM-DDR4,Thermaltake,https://es.thermaltake.com,https://es.thermaltake.com/h-one-gaming-memory-ddr4-3200mhz-8gbx2.html,"Limited Lifetime",,"Thermaltake R021D408GX2-3200C16D, H-ONE, DDR4 16GB (2x8GB),3200MHz, CL 16, 1.35V, Limited Lifetime Warranty",https://images.auscomp.au//uploads/icecatimages/87086018/87086018_8008993156.jpg
II42079,920-009210,"LOG KBD K580-WLS-GRAPHITE",59.00,99.95,3,3,0,1.6,LOG,KBD,KBD-BLUETOOTH,KBD-SINGLE,Logitech,https://www.asus.com,https://www.logitech.com/en-au/product/k580-multi-device-wireless-keyboard#specification-tabular,"1 Year",,"Logitech 920-009210, Logitech K580 Slim Multi- Device Gaming Keyboard, USB Receiver, Battery Life: 24 Month, Wireless, Bluetooth, Graphite, 1 Year Warranty",https://images.auscomp.au/uploads/images/II42079/full/LOG-KBD-K580-GRAPHITE.jpg
II42082,920-009354,"LOG KBD G512-CARBON-RGB-TACTILE",114.00,219.95,2,2,0,1.6,LOG,KBD,KBD-WIRELESS,KBD-SINGLE,Logitech,https://www.logitechg.com/en,https://www.logitechg.com/en-in/products/gaming-keyboards/g512-mechanical-gaming-keyboard.html,"2 Year",,"Logitech 920-009354, Logitech G512 Carbon RGB Mechanical Gaming Keyboard, GX Brown Tactile, Lightsync RGB, 2 Year Warranty",https://images.auscomp.au/uploads/images/II42082/full/LOG-KBD-G512-CARBON-RGB-TACTILE.jpg
II42083,920-009372,"LOG KBD G512-CARBON-RGB-RED",117.00,175,3,3,0,1.6,LOG,KBD,KBD-WIRELESS,KBD-SINGLE,Logitech,https://www.logitechg.com,https://www.logitechg.com/en-in/products/gaming-keyboards/g512-mechanical-gaming-keyboard.html,"1 Year",,"Logitech 920-009372, Logitech G512 Carbon RGB Mechanical Gaming Keyboard, GX Red Linear, Lightsync RGB, 2 Year Warranty",https://images.auscomp.au/uploads/images/II42083/full/LOG-KBD-G512-CARBON-RGB-RED.jpg
II42146,18010-15653200,"ASU NAC REPLACE-15.6-FHD-18010-15653200",229.00,350.35,1,1,0,0,ASU,NAC,#,#,Asus,www.Asus.com,,"1 Year",,"Asus 18010-15653200, Replacement LCD Screen, 15.6"" IPS, FHD (1920x1080), Video Connector:30 pin, 1 Year warranty",https://images.auscomp.au/uploads/images/II42146/full/ASU-NAC-REPLACE-156-FHD-18010-15653200.jpg
II42141,SD312-BLACK,"SMP DOC DOCKING-STATION-SD312-BLK",35.00,59,2,2,0,2.8,SMP,DOC,#,#,Simplecom,https://www.simplecom.com.au,,"1 Year",,"Simplecom SD312-Black, USB Type: USB3.0, Drive Type: Drive Bay SATA, 1 Year warranty",https://images.auscomp.au/uploads/images/II42141/full/SMP-DOC-DOCKING-STATION-SD312-BLK.jpg
II42099,910-005913,"LOG MSE M190-CHARCOAL",22.50,34.95,20+,20+,0,0.6,LOG,MSE,MSE-WIRELESS,MSE-STANDARD,Logitech,https://www.logitech.com,https://www.logitech.com/en-us/products/mice/m190-wireless-mouse.910-005900.html,"1 Year",,"Logitech 910-005913, M190 Full Size Wireless Mouse, 1000 dpi, USB, Charcoal, 1 Year Warranty",https://images.auscomp.au/uploads/images/II42099/full/1071581276.jpg
II42100,910-005914,"LOG MSE M190-BLUE",22.50,34.95,11,11,0,0.6,LOG,MSE,MSE-WIRELESS,MSE-STANDARD,Logitech,https://www.logitech.com/en-au,https://www.logitech.com/en-au/shop/p/m190-wireless-mouse,"1 Year",,"Logitech 910-005914, M190 Full Size Wireless Mouse, 1000 dpi, USB, Blue, 1 Year Warranty",https://images.auscomp.au/uploads/images/II42100/full/0/01071581277.jpg
II42101,910-005915,"LOG MSE M190-RED",21.50,34.95,3,3,0,0.6,LOG,MSE,MSE-WIRELESS,MSE-STANDARD,Logitech,https://www.logitech.com,https://www.logitech.com/en-us/products/mice/m190-wireless-mouse.910-005900.html,"1 Year",,"Logitech 910-005915, M190 Full Size Wireless Mouse, 1000 dpi, USB, Red, 1 Year Warranty",https://images.auscomp.au/uploads/images/II42101/full/LOG-MSE-M190-RED.jpg
II42137,DA315,"SMP CNV HDMI-USB2-VIDEO-CAPTURE-CARD",18.50,39,1,1,0,0.038,SMP,CNV,CNV-USB,#,Simplecom,https://www.simplecom.com.au,https://www.simplecom.com.au/simplecom-da315-hdmi-to-usb-2-0-video-capture-card-full-hd-1080p-for-live-streaming-recording.html,"1 Year",,"Simplecom DA315, SHDMI to USB 2.0 Video Capture Card Full HD 1080p for Live Streaming Recording, 1 Year warranty",https://images.auscomp.au/uploads/images/II42137/full/SMP-CNV-HDMI-USB2-VIDEO-CAPTURE-CARD.jpg
II42133,SA101,"SMP ENC MSATA-2.5-SATA-ALUM-SA101",8.50,19,1,1,0,0,SMP,ENC,ENC-2.5,ENC-M2,Simplecom,https://www.simplecom.com,https://www.simplecom.com.au/simplecom-sa101-msata-to-7mm-2-5-sata-converter-enclosure-aluminium.html,"1 Year",,"Simplecom SA101, mSATA to 7mm 2.5"" SATA Converter Enclosure Aluminium, 1 Year warranty&#x0D;
",https://images.auscomp.au/uploads/images/II42133/full/SMP-ENC-MSATA-25-SATA-ALUM-SA101.jpg
II42129,U-POE-AF-AU-OEM,"UBI LAN U-POE-AF-AU-OEM",17.50,31.48,6,6,0,0,UBI,LAN,LAN-POWERLINE,#,Ubiquiti,https://ubiquitistore.com,https://ubiquitistore.com.au/product/ubiquiti-802-3af-supported-poe-injector-no-retail-packaging-u-poe-af-au-oem/,"2 Year",,"Ubiquiti U-POE-AF-AU-OEM, 802.3af Supported PoE Injector - No Retail Packaging, 2 Year Warranty",https://images.auscomp.au//uploads/icecatimages/80311040/80311040_2245077270.jpg
II42114,981-000867,"LOG HDS G733-RGB-BLACK",132.00,299.95,12,12,0,0,LOG,HDS,HEADSET-WIRELESS,HEADSET-GAMING,Logitech,www.Logitech.com,,"2 Years",,"Logitech 981-000867, G733 LIGHTSPEED Wireless RGB Gaming Headset, Black, Headset Frequency Response:20Hz-20Khz, Microphone Frequency Response:100Hz-10KHz, Wireless Range:20m, Connection: USB-C to USB-A, 2 Year Warranty",https://images.auscomp.au//uploads/icecatimages/85112547/85112547_0909702437.jpg
II42171,SE203-BLUE,"SMP ENC 2.5-SATA-USB3-SE203-BLUE",12.00,19,3,3,0,0,SMP,ENC,ENC-2.5,ENC-SATA,Simplecom,www.Simplecom.com,,"1 Year",,"Simplecom SE203,Tool Free 2.5""Hard Drive Enclosure,USB Type:USB3.0, Transfer Rates: Up To 5Gbps, Compatible : SATA HDD,SSD, Blue, 1 Year warranty&#x0D;
",https://images.auscomp.au/uploads/images/II42171/full/SMP-ENC-25-SATA-USB3-SE203-BLUE.jpg
II42172,SE203-WHITE,"SMP ENC 2.5-SATA-USB3-SE203-WHITE",11.75,19,4,4,0,0,SMP,ENC,ENC-2.5,ENC-SATA,Simplecom,www.Simplecom.com,,"1 Year",,"Simplecom SE203,Tool Free 2.5""Hard Drive Enclosure,USB Type:USB3.0, Transfer Rates: Up To 5Gbps, Compatible : SATA HDD,SSD, White, 1 Year warranty",https://images.auscomp.au/uploads/images/II42172/full/SMP-ENC-25-SATA-USB3-SE203-WHITE.jpg
II42173,SE203-BLACK,"SMP ENC 2.5-SATA-USB3-SE203-BLACK",13.00,19,20,20,0,0,SMP,ENC,ENC-2.5,ENC-SATA,Simplecom,www.Simplecom.com,,"1 Year",,"Simplecom SE203,Tool Free 2.5""Hard Drive Enclosure,USB Type:USB3.0, Transfer Rates: Up To 5Gbps, Compatible : SATA HDD,SSD, Black, 1 Year warranty",https://images.auscomp.au/uploads/images/II42173/full/SMP-ENC-25-SATA-USB3-SE203-BLACK.jpg
II42179,MASFP1GBSXST,"STT LAN TRANSCEIVER-MASFP1GBSXST",49.00,64.99,2,2,0,0,STT,LAN,LAN-MEDIA-CONVERTER,#,Startech,,,"1 Year",,"StarTech MASFP1GBSXST, Cisco Meraki MA-SFP-1GB-SX, Form Factor: Plug-in Module, Cabling Type: 1000Base-SX, Full Duplex, Networks:1 Gbps, MTBF: 1,967,709 hours, Silver, 1 Year Warranty",https://images.auscomp.au//uploads/icecatimages/35446048/35446048_6015739476.jpg
II42180,SIP-T33G,"YEA VOI 4LINE-IP-SIP-T33G",115.00,144,2,2,0,0,YEA,VOI,VOIP-PHONE,#,Yealink,https://www.yealink.com,https://www.yealink.com/upfiles/products/datasheet/Yealink-SIP-T33G-Datasheet.pdf,"1 Year",,"Yealink SIP-T33G, Entry-level IP Phone, 2.4” 320 x 240-Color Screen, HD Voice: HD Handset, HD Speaker, Interface: 2x RJ9, Ethernet Cable:Cat5e, Integrated PoE, 1 Year Warranty",https://images.auscomp.au//uploads/icecatimages/80088290/80088290_5451995701.jpg
II42227,CR216-BK,"SMP ACC USB2-CARDREADER-CR216-BLK",6.25,9,5,5,0,0,SMP,ACC,ACC-CARDREADER,#,Simplecom,https://www.simplecom.com.au/,https://www.simplecom.com.au/simplecom-cr216-usb-2-0-all-in-one-memory-card-reader-6-slot-for-ms-m2-cf-xd-micro-sd-hc-sdxc.html,"1 Years",,"Simplecom CR216, USB 2.0 All in One Memory Card Reader 6 Slot for MS M2 CF XD Micro SD HC SDXC, 1 Year Warranty",https://images.auscomp.au/uploads/images/II42227/full/SMP-ACC-USB2-CARDREADER-CR216-BLK.jpg
II42304,ARGBEXCABLE-VGA-BKCWW,"ADT CAB XPG-EXTN-CABLE-8-PIN-ARGB",57.00,85.8,2,2,0,0.3,ADT,CAB,CAB-VGA,#,Adata,https://shop.adata.com,https://shop.adata.com/us/ARGBEXCABLE-VGA-BKCWW,"1 Year",,"Adata ARGBEXCABLE-VGA-BKCWW, ARGB Extension Cable for VGA, 2 Year Warranty",https://images.auscomp.au/uploads/images/II42304/full/58415_P_1616651171871.jpg
II42310,MHJ93X/A,"APP ACC USB-C-ADAPTER-20W",23.49,26.36,1,1,0,0,APP,ACC,ACC-MOBILE,#,Apple,https://www.apple.com,https://www.apple.com/au/shop/product/MHJ93X/A/20w-usb-c-power-adapter,"1 Year",,"Apple MHJ93X/A, Power Adapter, USB -C, 20W, 1 Year Warranty",https://images.auscomp.au/uploads/images/II42310/thumbs/250/0adapter.jpg
II42336,CL-F088-PL12SW-A,"THM FAN 120MM-RIING12-QUAD-RGB-3PACK",147.00,169,1,1,0,0,THM,FAN,CASEFAN,FAN-120MM,Thermaltake,https://www.thermaltake.com,https://www.thermaltake.com/riing-quad-12-rgb-radiator-fan-tt-premium-edition-3-pack.html,"2 Year",,"Thermaltake CL-F088-PL12SW-A, Riing Quad 12, Size: 120mm, Noise: 25 dBA, TT RGB Plus, 3 Fans Pack, 2 Years Warranty",https://images.auscomp.au//uploads/icecatimages/76480353/76480353_7412788349.jpg
II42397,SE325-BLACK,"SMP ENC 3.5-SATA-USB3-SE325-BLACK",26.00,49,4,4,0,0,SMP,ENC,ENC-3.5,ENC-SATA,Simplecom,https://www.simplecom.com.au,https://www.simplecom.com.au/simplecom-se325-tool-free-3-5-sata-hdd-to-usb-3-0-hard-drive-enclosure.html,"1 Year",,"Simplecom SE325 Tool Free 3.5"" SATA HDD to USB 3.0 Hard Drive Enclosure - Black, 1 Year warranty&#x0D;
",https://images.auscomp.au/uploads/images/II42397/full/smp-enc-35-sata-usb3-se325-black.jpg
II42400,USW-48-POE-AU,"UBI LAN USW-48-POE-AU",980.00,1218.8,4,2,2,0,UBI,LAN,LAN-SWITCH,#,Ubiquiti,https://ubiquitistore.com.au,https://ubiquitistore.com.au/product/new-ubiquiti-unifi-48-port-managed-gigabit-layer2-layer3-switch-48x-gigabit-ethernet-ports-w-32x-802-3at-poe-4x-sfp-port-touch-display-gen2-usw-48-poe-au/,"2 Year",,"Ubiquiti USW-48-POE, UniFi 48 port Managed Gigabit Layer2 &amp; Layer3 switch, 48x Gigabit Ethernet Ports w/ 32x 802.3at POE+, 4x SFP Port Touch Display 210W, 2 Year Warranty",https://images.auscomp.au//uploads/icecatimages/80311046/80311046_6367824961.jpg
II42451,SE325-BLUE,"SMP ENC 3.5-SATA-USB3-SE325-BLUE",26.00,49,4,4,0,0,SMP,ENC,ENC-3.5,ENC-SATA,Simplecom,https://www.simplecom.com,https://www.simplecom.com.au/simplecom-se325-tool-free-3-5-sata-hdd-to-usb-3-0-hard-drive-enclosure.html,"1 Year",,"Simplecom SE325 Tool Free 3.5"" SATA HDD to USB 3.0 Hard Drive Enclosure, Blue, 1 Year Warranty",https://images.auscomp.au/uploads/images/II42451/full/smp-enc-35-sata-usb3-se325-blue.jpg
II42452,CH241,"SMP UHB 4P-USB2-ULTRA-COMPACT",6.00,9,3,2,0,0,SMP,UHB,#,#,Simplecom,https://www.simplecom.com.au,https://www.simplecom.com.au/simplecom-ch241-hi-speed-4-port-ultra-compact-usb-2-0-hub.html,"1 Year",,"Simplecom CH241 Hi-Speed 4 Port Ultra Compact USB 2.0 Hub, 1 Year Warranty",https://images.auscomp.au/uploads/images/II42452/full/smp-uhb-4p-usb2-ultra-compact.jpg
II42456,CHN421-BLACK,"SMP UHB ALUM-3P-USB3-GBE-ADAPTER-BLACK",23.50,38.99,3,3,0,0,SMP,UHB,#,#,Simplecom,https://www.simplecom.com,https://www.simplecom.com.au/simplecom-chn421-aluminium-usb-c-to-3-port-usb-hub-with-gigabit-ethernet-adapter.html,"1 Year",,"Simplecom CHN421, Aluminium USB-C to 3 Port USB HUB with Gigabit Ethernet Adapter, Black, 1 Year Warranty",https://images.auscomp.au/uploads/images/II42456/full/smp-uhb-alum-3p-usb3-gbe-adapter.jpg
II42460,CHN420-BLACK,"SMP UHB ALUM-3P-USB3-RJ45-ADAPTER",22.50,38.99,2,2,0,0.15,SMP,UHB,#,#,Simplecom,https://www.simplecom.com.au,https://www.simplecom.com.au/simplecom-chn420-aluminium-3-port-superspeed-usb-hub-with-gigabit-ethernet-adapter.html,"1 Year",,"Simplecom CHN420-Black, Aluminium, 5Gbps Hub, 3xUSB 3.0, Gbe LAN, 1 Year Warranty",https://images.auscomp.au/uploads/images/II42460/full/smp-uhb-alum-3p-usb3-rj45-adapter.jpg
II42462,SE221-BLUE,"SMP ENC 2.5-SATA-USB3-ALUM-SE221-BLUE",15.50,29,1,1,0,0,SMP,ENC,ENC-2.5,ENC-SATA,Simplecom,https://www.simplecom.com.au,https://www.simplecom.com.au/simplecom-se221-aluminium-2-5-sata-hdd-ssd-to-usb-3-1-enclosure.html,"1 Years",,"Simplecom SE221 Aluminium 2.5'' SATA HDD/SSD to USB 3.1 Enclosure Blue, 1 Year Warranty",https://images.auscomp.au/uploads/images/II42462/full/smp-enc-25-sata-usb3-alum-se221-blue.jpg
II42463,CR309,"SMP ACC USB3-CARDREADER-CR309",10.25,19,12,12,0,0,SMP,ACC,ACC-CARDREADER,#,Simplecom,https://www.simplecom.com.au,https://www.simplecom.com.au/simplecom-cr309-3-slot-superspeed-usb-3-0-card-reader-with-card-storage-case.html,"1 Year",,"Simplecom CR309 3-Slot SuperSpeed USB 3.0 Card Reader with Card Storage Case, 1 Year Warranty",https://images.auscomp.au/uploads/images/II42463/full/smp-acc-usb3-cardreader-cr309.jpg
II42478,1B065AA,"HPL LCD 14-E14-1B065AA-PORTABLE",425.00,625.9,2,2,0,3.2,HPL,LCD,LCD-19,LCD-MONITORS,"Hewlett Packard",www.hp.com,https://support.hp.com/in-en/document/c06683807,"3 Years",,"HP 1B065AA, E14 G4 Portable Monitor, 14"", FHD LED Screen, 1920 x 1080, 16:9, 5ms, 2x USB-C, 3 Year Warranty (replaces 3HX46AA)",https://images.auscomp.au/uploads/images/II42478/full/0/01065535918.jpg
II42484,SIP-T46U,"YEA VOI 16LINE-IP-SIP-T46U",242.00,333,7,7,0,0,YEA,VOI,VOIP-PHONE,#,Yealink,https://www.yealink.hr,https://www.yealink.hr/en/ponuda/ip-telefoni-serije-t4/sip-t46u,"1 Year",,"Yealink SIP-T46U, IP Phone, HD Voice, Dual Gig Ports, 2xUSB Port, 1x RJ9 (4P4C) Handset Port, 1 Years Warranty",https://images.auscomp.au//uploads/icecatimages/81011135/81011135_3350707374.jpg
II42495,TL-MR100,"TPL LAN TL-MR100",85.00,90,8,8,0,0,TPL,LAN,LAN-ROUTERS,#,TP-Link,https://www.tp-link.com,https://www.tp-link.com/in/home-networking/3g-4g-router/tl-mr100/,"1 Year",,"TP-Link TL-MR100, 300 Mbps Wireless N 4G LTE Router, 2.4GHz: 300Mbps, Upto 32 Devices, 1 Year Warranty",https://images.auscomp.au//uploads/icecatimages/78368473/78368473_3989510542.jpg
II42512,AT-USB2-AMAM-1M,"ASO CAB USB2-M-M-1M-TRANSPARENT",1.85,4,1,1,0,0.3,ASO,CAB,CAB-USB,#,Astrotek,,,"1 Year",,"Astrotek AT-USB2-AMAM-1M, USB 2.0 Cable 1m Type A Male To Type A Male Transparent Colour RoHS, 1Year Warranty",https://images.auscomp.au//uploads/icecatimages/22098849/22098849-2541.jpg
II42592,1E7D7AA,"HPL CBG 15.6-PRELUDE-TOPLOAD-1E7D7AA",12.00,19,100+,100+,19,0.525,HPL,CBG,CBG-15-16,#,"Hewlett Packard",https://store.hp.com,https://store.hp.com/hk-en/default/hp-prelude-topload-1e7d7aa.html,"1 Year",,"HP 1E7D7AA, 15.6"", Prelude Topload, Gray, 1 Year Warranty",https://images.auscomp.au//uploads/icecatimages/80209837/80209837_1236893153.jpg
II42650,USW-LITE-16-POE,"UBI LAN USW-LITE-16-POE",346.25,408.18,5,5,0,0,UBI,LAN,LAN-SWITCH,#,Ubiquiti,,,"2 Year",,"Ubiquiti USW-LITE-16-POE, UniFi Switch Lite 16 PoE, Layer 2, 16xGbE RJ45 Ports, 8xPoE+ Ports, PoE Budget: 45W, 2 Year Warranty",https://images.auscomp.au//uploads/icecatimages/80994226/80994226_5838288683.jpg
II44604,USW-24-AU,"UBI LAN USW-24-AU",385.00,481.8,2,2,0,0,UBI,LAN,LAN-SWITCH,#,Ubiquiti,https://ubiquitistore.com.au,https://ubiquitistore.com.au/product/new-ubiquiti-unifi-24-port-managed-gigabit-switch-24x-gigabit-ethernet-ports-with-2xsfp-touch-display-fanless-gen2-usw-24-au/,"2 Year",,"Ubiquiti USW-24-AU, UniFi 24 port Managed Gigabit Switch, 24x Gigabit Ethernet Ports, with 2xSFP, Touch Display, Fanless, 2 Year Warranty",https://images.auscomp.au/uploads/images/II44604/full/80311045_4882766862.jpg
II51146,011.180.5001,"4CA CAB POWERCORD-C14-C5-1M-BLACK",5.80,8.51,1,1,0,0.3,4CA,CAB,CAB-POWER,#,Generic,https://www.4cabling.com.au,https://www.4cabling.com.au/1m-iec-c14-to-c5-power-cord-black.html,"1 Year",,"4 Cabling 011.180.5001, 1m IEC C14 to C5 Power Cord,Black, 1 Year Warranty",https://images.auscomp.au/uploads/images/II51146/full/4ca-cab-powercord-c14-c5-1m-black.jpg
II68748,580-AHHG,"DEL KBD KB216-580-AHHG",11.00,28.18,5,5,0,1.6,DEL,KBD,KBD-WIRED,KBD-SINGLE,Dell,https://www.dell.com,https://www.dell.com/en-au/shop/dell-multimedia-keyboard-us-english-kb216-black-retail-packaging/apd/580-ahhg/pc-accessories,"1 Year",,"Dell 580-AHHG, KB216, Multimedia Keyboard, Wired, Black, 1 Year Warranty",https://images.auscomp.au//uploads/icecatimages/77971004/77971004_0208050327.jpg
II161060,RC-3050F-15,"8WR CAB VGA-MON-M-M-FILTER-15M",15.00,20,2,2,0,0,8WR,CAB,CAB-OTHER,#,8Ware,,,"1 Year",,"8Ware RC-3050F-15, VGA Monitor Cable 15m HD15 pin Male to Male with Filter UL Approved, 1 Year warranty",https://images.auscomp.au/uploads/images/II161060/full/8wr-cab-vga-mon-m-m-filter-15m.jpg
II161074,RC-DP38K,"8WR CAB DISPLAYPORT-M-M-3M-ULTRA",16.50,46,5,5,0,0,8WR,CAB,CAB-OTHER,#,8Ware,,,"1 Year",,"8Ware RC-DP38K, 3m, Ultra 8K DisplayPort DP1.4 Cable, Male to Male Gold Plated, 1 year warranty",https://images.auscomp.au/uploads/images/II161074/full/8wr-cab-displayport-m-m-3m-ultra.jpeg
II161084,UC-2001BC,"8WR CAB USB2.0-TYPE-C-BM/M-1M",4.60,10,2,2,0,0,8WR,CAB,CAB-USB,#,8Ware,,,"1 year",,"8Ware UC-2001BC, 1m, USB 2.0 Type-C to B Male to Male, 480Mbps, 1 year Warranty",https://images.auscomp.au/uploads/images/II161084/full/8wr-cab-usb20-type-c-bmm-1m.jpg
II161095,HDMI2R1,"8WR CAB HDMI-M-M-19PIN-1M",5.50,12.1,20+,20+,0,0,8WR,CAB,CAB-HDMI,#,8Ware,,,"1 year",,"8Ware HDMI2R1, Premium HDMI 2.0 Cable, Retail Pack - 19 pins Male to Male UHD, 24K Gold Plated, 1m, 1 year warranty",https://images.auscomp.au/uploads/images/II161095/full/8wr-cab-hdmi-m-m-19pin-1m.jpg
II161109,VL-U3VH-S,"VOL CNV USB3.0-M-VGA-HDMI-F-ADAPTER",27.50,35,20,19,0,0.038,VOL,CNV,CNV-VIDEO,#,Volans,https://www.volans.com.au,https://www.volans.com.au/product/vl-u3vh-s/,"1 Year",,"Volans VL-U3VH-S, Aluminium, USB3.0 to VGA,HDMI, Display Converter, 1 Year Warranty",https://images.auscomp.au/uploads/images/II161109/full/vol-cnv-usb30-m-vga-hdmi-f-adapter.jpg
II161099,UC-3003AB,"8WR CAB USB3.0-A-B-3M-BLUE",2.50,2.97,12,12,0,0,8WR,CAB,CAB-USB,#,8Ware,,,"1 year ",,"8Ware UC-3003AB, USB 3.0 Cable 3m, A to B Male to Male Blue, 1 year Warranty",https://images.auscomp.au/uploads/images/II161099/full/8wr-cab-usb30-a-b-3m-blue.jpg
II161102,PL6A-10ORG,"8WR CAB NW-CAT6A-10M-SNAGLESS-ORANGE",5.30,15,1,1,0,0,8WR,CAB,CAB-CAT6,#,8Ware,,,"1 year ",,"8Ware PL6A-10ORG, Cat6a UTP Ethernet Cable 10m Snagless Orange, 1 year Warranty",https://images.auscomp.au/uploads/images/II161102/full/8wr-cab-nw-cat6a-10m-snagless-orange.jpg
II161130,PL6A-0.5GRY,"8WR CAB NW-CAT6A-0.5M-SNAGLESS-GREY",2.30,3,20,20,0,0.3,8WR,CAB,CAB-CAT6,#,8Ware,,,"1 year",,"8Ware PL6A-0.5GRY, Cat6a UTP Ethernet Cable, 0.5m, Snagless Grey, 1 year warranty",https://images.auscomp.au/uploads/images/II161130/full/8wr-cab-nw-cat6a-05m-snagless-grey.jpg
II161125,PL6A-0.25GRY,"8WR CAB NW-CAT6A-0.25M-SNAGLESS-GREY",1.50,3,10,10,0,0,8WR,CAB,CAB-CAT6,#,8Ware,,,"1 year",,"8Ware PL6A-0.25GRY, Cat6a UTP Ethernet Cable, 25cm, Snagless Grey, 1 year warranty",https://images.auscomp.au/uploads/images/II161125/full/8wr-cab-nw-cat6a-25m-snagless-grey.jpg
II161133,PL6A-2GRY,"8WR CAB NW-CAT6A-2M-SNAGLESS-GREY",2.70,5,9,9,0,0.3,8WR,CAB,CAB-CAT6,#,8Ware,,,"1 year",,"8Ware PL6A-2GRY, Cat6a UTP Ethernet Cable, 2m, Snagless Grey, 1 year warranty",https://images.auscomp.au/uploads/images/II161133/full/8wr-cab-nw-cat6a-2m-snagless-grey.jpg
II163527,TL-SG105-M2,"TPL LAN TL-SG105-M2",60.43,89,1,1,0,0,TPL,LAN,LAN-SWITCH,#,TP-Link,https://www.tp-link.com,https://www.tp-link.com/uk/business-networking/unmanaged-switch/tl-sg105-m2/#overview,"3 Year",,"*Sale till 30 Sep* TP-Link TL-SG105-M2, 5× 100Mbps, 1Gbps, 2.5Gbp Ports, Fanless, Wireless AX, 3 Year Warranty",https://images.auscomp.au//uploads/icecatimages/87915088/87915088_3887088368.jpg
