Category,"Category Id","Manufacture Code","Product Name","Product Code","Manufacture Name","Short Description","Unit Measure",Weight,"Stock Qty",ExTax,IncTax,GTIN,RRP,Specification,Overview,Image
"Modem / Filters",3815,"ARCHER VR300","TP-Link ARCHER VR300 AC1200 VDSL/ADSL Modem router",FMTL-VR300,TP-Link,"TP-LINK ARCHER VR300 AC1200 VDSL/ADSL Modem router",Unit,1,5,99,108.9,06935364081942,149.00,"
	
		
			
				Basic
		
		
			
				Brand Name:
			
				TP-LINK&nbsp;
		
		
			
				Broadband Transmission Technology:
			
				Ethernet&nbsp;
		
		
			
				&nbsp;
			
				VDSL2&nbsp;
		
		
			
				Ethernet Technology:
			
				Fast Ethernet&nbsp;
		
		
			
				Form Factor:
			
				Desktop&nbsp;
		
		
			
				ISM Band:
			
				Yes&nbsp;
		
		
			
				Number of Broadband (RJ-45) Ports:
			
				1&nbsp;
		
		
			
				Number of Network (RJ-45) Ports:
			
				3&nbsp;
		
		
			
				Product Family:
			
				Archer&nbsp;
		
		
			
				Product Type:
			
				Modem/Wireless Router&nbsp;
		
		
			
				UNII Band:
			
				Yes&nbsp;
		
		
			
				Wireless LAN Standard:
			
				IEEE 802.11ac&nbsp;
		
		
			
				Wireless Transmission Speed:
			
				1200 Mbit/s&nbsp;
		
	


	
		
			
				General Information
		
		
			
				Brand Name:
			
				TP-LINK&nbsp;
		
		
			
				Manufacturer Part Number:
			
				ARCHER VR300&nbsp;
		
		
			
				Manufacturer Website Address:
			
				http://www.tp-link.com.au
		
		
			
				Manufacturer:
			
				TP-LINK Technologies Co., Ltd&nbsp;
		
		
			
				Product Line:
			
				Archer&nbsp;
		
		
			
				Product Model:
			
				VR300&nbsp;
		
		
			
				Product Name:
			
				AC1200 Wireless VDSL/ADSL Modem Router&nbsp;
		
		
			
				Product Type:
			
				Modem/Wireless Router&nbsp;
		
	


	
		
			
				Interfaces/Ports
		
		
			
				Number of Broadband (RJ-45) Ports:
			
				1&nbsp;
		
		
			
				Number of Network (RJ-45) Ports:
			
				3&nbsp;
		
	


	
		
			
				Miscellaneous
		
		
			
				Environmentally Friendly:
			
				Yes&nbsp;
		
	


	
		
			
				Network &amp; Communication
		
		
			
				Ethernet Technology:
			
				Fast Ethernet&nbsp;
		
		
			
				VPN Supported:
			
				Yes&nbsp;
		
	


	
		
			
				Physical Characteristics
		
		
			
				Depth:
			
				144.8 mm&nbsp;
		
		
			
				Form Factor:
			
				Desktop&nbsp;
		
		
			
				Height:
			
				35.6 mm&nbsp;
		
		
			
				Width:
			
				231.1 mm&nbsp;
		
	


	
		
			
				Wireless Specifications
		
		
			
				Broadband Transmission Technology:
			
				Ethernet&nbsp;
		
		
			
				&nbsp;
			
				VDSL2&nbsp;
		
		
			
				ISM Band:
			
				Yes&nbsp;
		
		
			
				ISM Maximum Frequency:
			
				2.40 GHz&nbsp;
		
		
			
				Number of External Antennas:
			
				4&nbsp;
		
		
			
				UNII Band:
			
				Yes&nbsp;
		
		
			
				UNII Maximum Frequency:
			
				5 GHz&nbsp;
		
		
			
				Wireless LAN Standard:
			
				IEEE 802.11ac&nbsp;
		
		
			
				Wireless Transmission Speed:
			
				1200 Mbit/s&nbsp;
		
	


	&nbsp;
","
	TP-Link Archer VR300&nbsp;AC1200 Wireless VDSL/ADSL Modem Router

	&nbsp;

	&nbsp;

	
		Parental Controls: manage responsible internet access for your children
	
		Guest Network: provides separate access for guests while securing the home network
	
		Firewall Security: supports DoS, SPI Firewall, IP Addressing/Domain Filter, IP/MAC Address Binding
	
		Quality of Service: prioritizes network traffic by device or application
	
		IPTV IGMP Proxy/Snooping: supports Bridge and Tag VLAN for smooth IPTV application
	
		IPv6: compatible with IPv6 (Internet Protocol version 6)
	
		Multilingual Interface: provides hassle-free configuration in six languages (EN/DE/IT/TR/RU/PO)


	&nbsp;

	&nbsp;

	&nbsp;

	Upgrade Internet, Upgrade Home Entertainment

	AC1200 Wireless VDSL/ADSL Modem Router

	Archer VR300

	&nbsp;

	Upgrade AC Wi-Fi to Enjoy Wireless Entertainment

	As a powerful DSL modem router, the Archer VR300 makes full use of its Wi-Fi abilities by providing combined dual band Wi-Fi speeds of up to 1200Mbps. 300Mbps on 2.4GHz is perfect for everyday surfing and emailing, while 867Mbps on 5GHz provides lag-free HD streaming and gaming.

	&nbsp;

	&nbsp;

	&nbsp;

	Superfast VDSL Broadband

	The latest VDSL2 technology allows the Archer VR300 to deliver impressive VDSL broadband speeds of up to 100Mbps, which is almost five times faster than ADSL2+. The Archer VR300 serves as a DSL modem and wireless router, combining two devices in one. The integrated DSL port supports all standard DSL connections, including VDSL2, ADSL2+, ADSL2, and ADSL.

	&nbsp;

	&nbsp;

	&nbsp;

	External Antennas Greatly Expand Wireless Coverage

	Four external antennas with advanced connection technology allow you to maintain impressive speeds, even over greater distances. This means that you can enjoy incredible wireless coverage and reliability in any part of your large home or office.

	&nbsp;

	&nbsp;

	&nbsp;

	Easy Setup and Management

	Set up the Archer VR300 in minutes thanks to its intuitive web interface and the powerful Tether app. Manage network settings, including Parental Controls and Access Control, from any Android or iOS device. Tether also provides Automatic Firmware Updates to always give your network the latest performance and security.

	&nbsp;

	&nbsp;

	&nbsp;

	Remote Control

	With TP-Link Tether App and DDNS, you can control your home network wherever you are.

	&nbsp;

	&nbsp;

	Safe, Family-Friendly Surfing

	Parental Controls manage when and how connected devices can access the internet. Guest Network keep your main network secure while creating a separate network for guests and visitors.

	&nbsp;

	&nbsp;

	6kV Lightning Protection

	6KV Lightning Protection provides shields against electrical damage caused by thunderstorms so that you can enjoy your life even in bad weather.
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_4991284781531896655.jpg
"Modem / Filters",3815,"ARCHER VR400","TP-Link ARCHER VR400 AC1200 VDSL/ADSL modem router",FMTL-VR400,TP-Link,"TP-LINK ARCHER-VR400 AC1200 VDSL/ADSL MODEM ROUTER",Unit,2,0,124,136.4,06935364096854,189.00,,"
	TP-LINK ARCHER-VR400 AC1200 VDSL/ADSL MODEM ROUTER
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_4686237781646959688.jpg
"Modem / Filters",3815,"Deco X50-DSL(1-pack)","TP-Link Deco X50-DSL(1-pack) AX3000 VDSL Mesh Wifi 6 router",FMTL-DX50-DSL,TP-Link,"TP-Link Deco X50-DSL(1-pack) AX3000 VDSL Mesh Wifi 6 router",Unit,2,0,210,231,04897098687864,249.00,,"
	TP-Link Deco X50-DSL(1-pack) AX3000 VDSL Mesh Wifi 6 router
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2025391501716939604.jpg
"Modem / Filters",3815,"Deco X73-DSL(1-pack)","TP-Link DECO-X73-DSL (1 Pack) AX5400 Mesh Wifi6 Modem router",FMTL-DX73-DSL,TP-Link,"TP-LINK DECO-X73-DSL (1 Pack) AX5400 Mesh Wifi6 Modem router",Unit,3,0,295,324.5,6935364072872,349.00,,"
	TP-LINK DECO-X73-DSL (1 Pack) AX5400 Mesh Wifi6 Modem router
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_7083830191664860704.jpg
"Modem / Filters",3815,DSL-12MF,"DLINK DSL-12MF ADSL INLINE MICRO FILTER/SPLITTER",FMDSL-12MF,Dlink,"Central Filter or Spliter",Unit,2,1,12,13.2,00790069326073,19.00,"Coming Soon","Coming Soon",
"Modem / Filters",3815,FMDSL-LF,"ADSL2+ LINE FILTER (1 in 2 out)",FMDSL-LF,Other,"ADSL2+ LINE FILTER (1 in 2 out)",Unit,1,36,4.5,4.95,,9.00,"
	Coming Soon
","
	Coming Soon
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_7022071701527230661.jpg
"Modem / Filters",3815,FMPCMCIA,"SKYMASTER PCMCIA MODEM",FMPCMCIA,Skymaster,,Unit,1,2,39,42.9,,69.00,"Coming Soon","Coming Soon",
"Modem / Filters",3815,M5350,"TP-Link M5350 WIRELESS ROUTER 3G MODEM (SIM CARD SLOT)",FMM5350,TP-Link,"TP-Link M5350 3G Mobile Wi-Fi, Built-in 3G Modem, Supports up to 10 Users, Micro SD Card Slot for up to 32GB Optional Storage, 2000mAh Battery",Unit,1,1,76,83.6,00845973070144,129.00,"
	
		
			
				HARDWARE FEATURES
		
	
	
		
			
				Network Type
			
				HSPA+/HSPA/UMTS/EDGE/GRPS/GSM
		
		
			
				Interface
			
				1 micro USB port for power supply
				SIM Card Slot
				Micro SD card Slot
		
		
			
				Button
			
				Power On/Off Button
				Reset Button
		
		
			
				Antenna
			
				Internal Antenna
		
		
			
				Data Rates
			
				DL: 21.6Mbps, UL:5.76Mbps
		
		
			
				Dimensions ( W x D x H )
			
				3.7&times;2.2&times;0.8in.(94&times;56.7&times;19.8mm)
		
		
			
				Power Supply
			
				Internal 2000mAh Rechargeable Battery
		
		
			
				Micro SD Card Reader
			
				up to 32G
		
		
			
				Band
			
				WCDMAï¼š2100/900MHz
				GSM: 850/900/1800/1900MHz
		
		
			
				OLED Display
			
				Singal strength, Network type, Wi-Fi status, Message, Internet connection status, Battery meter, connection mode and Traffic Statistics
		
	


	
		
			
				WIRELESS FEATURES
		
	
	
		
			
				Wireless Standards
			
				IEEE 802.11b, IEEE 802.11g, IEEE 802.11n
		
		
			
				Frequency
			
				2.4-2.4835GHz
		
		
			
				Transmit Power
			
				&lt;20dBm
		
		
			
				Wireless Security
			
				Support WPA-PSK/WPA2-PSK,Wireless MAC Filtering, Enable/Disable SSID Broadcast
		
		
			
				DHCP
			
				DHCP server, DHCP Client List
		
	


	
		
			
				OTHERS
		
	
	
		
			
				Certification
			
				CE, FCC, RoHS
		
		
			
				Package Contents
			
				3G Mobile Wi-Fi M5350
				Battery
				Power Adapter
				Micro USB Cable
				Micro to Standard SIM Card Adapter
				Nano to Standard SIM Card Adapter
				Quick Installation Guide
		
		
			
				System Requirements
			
				Windows 8/7/vista/XPï¼ŒMac OS, Android, iOS, Windows phone
		
		
			
				Weight
			
				92.5g (battery included)
		
	


	&nbsp;
","
	
		3G Mobile Wi-Fi M5350


	
		
			Equipped with a built-in 3G modem - No other bulky devices required
		
			HSPA+ supported with up to 21.6Mbps download and 5.76Mbps upload speeds
		
			Powerful 2000mAh battery is ideal for extended hours of outdoor use
		
			Supports up to 10 users simultaneously
	
	
		Easy 3G sharing
	
		TP-LINK&rsquo;s M5350 is at the forefront of wireless 3G sharing. Equipped with an internal WCDMA supported 3G modem, simply insert a SIM card and a Wi-Fi hotspot is instantly created &ndash; No other bulky devices required.
	
	
		High Download Speed of up to 21.6Mbps
	
		Supporting HSPA+ 3G broadband connections, the M5350 can reach up to 21.6Mbps download speed and 5.76Mbps upload speed, providing users with a fast, fluid and enjoyable Internet surfing experience.
	
		&nbsp;
	
		2000mAh Internal Battery
		Made to Move
	
		With its powerful 2000mAh battery, the M5350 is able to operate for 6-7 hours at full capacity and be flexibly recharged via a micro USB cable to a laptop, portable charger or included adapter for endless hours of 3G sharing.
	
		*Under tests with one user connected to the M5350 downloading large files or watching videos. Results may vary
	
		&nbsp;
	
		Wireless Sharing with Multiple Users Simultaneously
	
		The M5350 can provide wireless connections to up to 10 users simultaneously, thus you can share 3G broadband connection with your family and friends.
	
		&nbsp;
	
		OLED Display Provides at-a-glance Information
	
		With a compact case and innovative cobblestone design, featuring an embedded OLED display, the M5350 provides a much more intuitive view of the device&rsquo;s working status, such as signal strength, net-work type (2G/3G), Wi-Fi status and numbers of active users, message, Internet connection status, battery meter, auto mode and traffic statistics.
	
		&nbsp;
	
		
			
				Innovative Cobblestone Design
			
				The M5350, informally named &ldquo;Pebble&rdquo; is modeled after a sea-eroded stone. Beyond its aesthetic appeal, the slightly rugged nature of the device&rsquo;s exterior, combined with its curved shape make it mold perfectly into the average palm. This sleek and exquisite device has until now received two awards for its innovative design, namely the iF Design Award and International CES Innovations 2013 Design and Engineering Awards.
		
	
	
		&nbsp;

",
"Modem / Filters",3815,M7350,"TP-Link M7350 3G/4G MODEM WITH SIM CARD SLOT (INC BATTERY)",FMM7350,TP-Link,"TP-LINK M7350 3G/4G MODEM WITH SIM CARD SLOT (INC BATTERY)",Unit,1,0,124,136.4,06935364071745,179.00,,"
	TP-LINK M7350 3G/4G MODEM WITH SIM CARD SLOT (INC BATTERY)
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_470874091646957167.jpg
"Modem / Filters",3815,TD-S201A,"TP-Link TD-S201A ADSL2+ SPLITTER/FILTER",FMTD-S201A,TP-Link,"TP-LINK TD-S201A ADSL2+ SPLITTER/FILTER",Unit,0.3,0,7,7.7,00837654140888,9.00,,"
	TP-LINK TD-S201A ADSL2+ SPLITTER/FILTER
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_4233648001646804047.jpg
"Modem / Filters",3815,TD-W8961N,"TP-Link TD-W8961N WIRLESS N 300 MODEM ROUTER",FMTD-W8961N,TP-Link,"TP-LINK 300Mbps Wireless ADSL2+ Modem Router",Unit,2,0,34,37.4,06935364061166,59.00,"
	
		
			
				HARDWARE FEATURES
		
	
	
		
			
				Interface
			
				4 10/100Mbps RJ45 Ports
				1 RJ11 Port
		
		
			
				Button
			
				1 Power On/Off Switch
				1 WPS Button
				1 Wi-Fi On/Off Button
		
		
			
				External Power Supply
			
				9VDC/0.85A
		
		
			
				IEEE Standards
			
				IEEE 802.3, 802.3u
		
		
			
				ADSL Standards
			
				Full-rate ANSI T1.413 Issue 2,
				ITU-T G.992.1(G.DMT),
				ITU-T G.992.2(G.Lite)
				ITU-T G.994.1 (G.hs),
				ITU-T G.995.1
		
		
			
				ADSL2 Standards
			
				ITU-T G.992.3 (G.dmt.bis),
				ITU-T G.992.4 (G.lite.bis)
		
		
			
				ADSL2+ Standards
			
				ITU-T G.992.5
		
		
			
				Dimensions ( W x D x H )
			
				7.7 * 5.1 * 1.4 in. (195 * 130 * 35 mm )
		
		
			
				Antenna Type
			
				Omni directional, Fixed
		
		
			
				Antenna Gain
			
				2x5dBi
		
	


	
		
			
				WIRELESS FEATURES
		
	
	
		
			
				Wireless Standards
			
				IEEE 802.11n, 802.11g, 802.11b
		
		
			
				Frequency
			
				2.400-2.4835GHz
		
		
			
				Transmit Power
			
				&lt;20dBm(EIRP)
		
		
			
				Wireless Security
			
				Support 64/128 bit WEP, WPA-PSK/WPA2-PSK,
				Wireless MAC Filtering
		
	


	
		
			
				SOFTWARE FEATURES
		
	
	
		
			
				Quality of Service
			
				QoS Remarking based on IPP/ToS, DSCP and 802.1p
		
		
			
				Security
			
				NAT Firewall,
				SPI Firewall,
				MAC / IP / Packet / Application / URL Filtering,
				Denial of Service(DoS),
				SYN Flooding,
				Ping of Death
		
		
			
				Management
			
				Web Based Configuration(HTTP),
				Remote management,
				Telnet management,
				Command Line Interface,
				SSL for TR-069,
				SNMP v1/2c,
				SNMP over EOC,
				Web Based Firmware Upgrade,
				CWMP(TR-069),
				Diagnostic Tools
		
		
			
				Port Forwarding
			
				Virtual Server, DMZ, ACL(Access Control List)
		
		
			
				VPN Pass-Through
			
				PPTP, L2TP, IPSec Pass-through
		
		
			
				ATM/PPP Protocols
			
				ATM Forum UNI3.1/4.0,
				PPP over ATM (RFC 2364),
				PPP over Ethernet (RFC2516),
				IPoA (RFC1577/2225),
				PVC - Up to 8 PVCs
		
		
			
				Advanced Features
			
				Traffic Shaping(ATM QoS) UBR, CBR, VBR-rt, VBR-nrt;
				Dynamic Host Configuration Protocol (DHCP), DHCP relay;
				Network Address Translation (NAT);
				PVC/Ethernet Port Mapping
				VLAN, 802.1P,
				Static Routing, RIP v1/v2 (optional);
				DNS Relay, DDNS,
				IGMP snooping V1/2
				IGMP Multicast,
				UPnP
		
	


	
		
			
				OTHERS
		
	
	
		
			
				Certification
			
				CE, FCC, RoHS
		
		
			
				Package Contents
			
				TD-W8961N
				External Splitter
				RJ-11 Telephone Cable
				RJ-45 Ethernet Cable
				Quick Installation Guide
				Resource CD
				Power Adapter
		
		
			
				System Requirements
			
				Microsoft&reg; Windows&reg; 98SE, NT, 2000, XP, Vista&trade; ï¼ŒWindows 7 or Windows 8, MAC&reg; OS, NetWare&reg;, UNIX&reg; or Linux.
		
		
			
				Environment
			
				Operating Temperature: 0â„ƒ~40â„ƒ (32â„‰~104â„‰)
				Storage Temperature: -40â„ƒ~70â„ƒ (-40â„‰~158â„‰)
				Operating Humidity: 10%~90% non-condensing
				Storage Humidity: 5%~90% non-condensing
		
		
			
				Warranty
			
				Limited 3-Year Warranty
				
				For further information on our warranty policy please visit: http://www.tp-link.com.au/support/rma
		
	


	&nbsp;
","
	300Mbps Wireless N ADSL2+ Modem Router

	TD-W8961N

	
		All-in-One Device: ADSL2+ Modem, NAT Router, 4-Port Switch and Wireless N Access Point
	
		Wireless N speed up to 300Mbps makes it ideal for heavy bandwidth consuming or interruption sensitive applications like online gaming, Internet calls and even the HD video streaming
	
		Easy Setup Assistant with multi-language support provides quick &amp; hassle-free installation
	
		Easy one-touch wireless security encryption with the &lsquo;WPS&rsquo; button and easy Wi-Fi On/Off button


	&nbsp;

	&nbsp;

	What This Product Doesï»¿

	&nbsp;

	TP-LINK&rsquo;s TD-W8961N 300Mbps Wireless N ADSL2+ Modem Router is an incredibly robust all-in-one device that provides a full rate of ADSL2+ standard with the superb reliability and a cost-effective solution for home and small business. With the TD-W8961N, you can easily create a secure wireless network and share a high-speed internet connection while access to shared files, music, photos, and printers with multiple computers.ï»¿

	&nbsp;

	&nbsp;

	One-Stop Solution

	&nbsp;

	

	&nbsp;

	The TD-W8961N does the work of several networking devices packed into one sleek device. With an ADSL2+ modem, NAT router, 4-port switch and 300Mbps wireless N access point, this device eliminates the need to purchase multiple devices to access and share a high-speed internet connection.

	&nbsp;

	&nbsp;

	Incredible Wireless Performance

	&nbsp;

	

	&nbsp;

	With 300Mbps 802.11n wireless and 4 Megabit LAN ports, the TD-W8961N is the ideal choice for bandwidth heavy users that rely on speedy, reliable connections for bandwidth intensive work or entertainment such as lag-free conference calls, HD video streaming or online gaming.

	&nbsp;

	&nbsp;

	&nbsp;

	Ideal for Multimedia Application

	&nbsp;

	

	&nbsp;

	Port VLAN binds specific LAN ports and PVCs for differential services like IPTV. The TD-W8961N&#39;s built-in QoS engine provides various QoS policies that help prioritize Internet traffic to enable smooth IPTV streaming and lag-free online gaming. Thus users can experience the benefits of a smooth network connection without worrying about traffic congestion. Combined with IGMP multicast and IGMP snooping features the TD-W8961N makes an ideal solution for multimedia applications.

	&nbsp;

	&nbsp;

	Advanced Network Security and Flexible Management

	&nbsp;

	The TD-W8961N utilizes NAT and SPI (stateful packet inspection) firewalls which inspect the contents of incoming packets before they are allowed in, preventing potential attacks from across the Internet. For added convenience, it supports access control based on MAC addresses, IP addresses, domain names or applications such as MSN or Yahoo Messenger, so that parents and network administrators can establish restricted access policies for children or staff. Aside from web configuration, the TD-W8961N also provides TR-069 and SNMP, which automatically update the device&#39;s firmware and other settings when they become available from users&#39; ISP. All of these features help users to enhance their network&#39;s security and make network management more flexible.

	&nbsp;

	&nbsp;

	

	&nbsp;

	&nbsp;

	Instantly setup WiFi connections simply by pressing the &quot;WPS&quot; button with Utility.

	&nbsp;

	&nbsp;

	&nbsp;

	&nbsp; &nbsp; &nbsp; &nbsp;WPS

	&nbsp;

	&nbsp;

	

	&nbsp;

	&nbsp;

	Either using the optimized user interface and setup wizard or the CD (included) setup wizard will allow you to get &lsquo;online&rsquo; quickly and easily.

	&nbsp;

	&nbsp;

	&nbsp;

	&nbsp; Easy to Use
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_9557555311518398427.jpg
"Modem / Filters",3815,TD-W9970,"TP-Link TD-W9970 MODEM (DUAL WAN, VDSL)",FMTD-W9970,TP-Link,"TP-LINK TD-W9970 MODEM (DUAL WAN, VDSL)",Unit,2,0,67,73.7,06935364092535,99.00,,"
	TP-LINK TD-W9970 MODEM (DUAL WAN, VDSL)
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_5156026161646802269.jpg
"Modem / Filters",3815,V12,"Tenda V12 AC1200 Dual-band Wi-Fi Gigabit VDSL/ADSL Modem Rou",FMTN-V12-V10,Other,"Tenda V12 AC1200 Dual-band Wi-Fi Gigabit VDSL/ADSL Modem Rou",Unit,2,0,89,97.9,,,,"Tenda V12 AC1200 Dual-band Wi-Fi Gigabit VDSL/ADSL Modem Rou",
"Modem / Filters",3815,V300,"Tenda V300 N300 Wi-Fi VDSL/ADSL Modem Router",FMTN-V300-V30,Other,"Tenda V300 N300 Wi-Fi VDSL/ADSL Modem Router",Unit,2,0,43,47.3,,,,"Tenda V300 N300 Wi-Fi VDSL/ADSL Modem Router",
"Monitor Mounts / Accessories",1690,AM402G,"AOC AM402G Single Monitor Desk Arm Gray",MOAOAM402G,AOC,"AOC AM402G Single Monitor Desk Arm Gray",Box,6,0,79,86.9,,102.00,,"
	AOC AM402G Single Monitor Desk Arm Gray
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2736763251730957183.jpg
"Monitor Mounts / Accessories",1690,AM402W,"AOC AM402W Single Monitor Desk Arm White",MOAOAM402W,AOC,"AOC AM402W Single Monitor Desk Arm White",Box,6,0,79,86.9,,102.00,,"
	AOC AM402W Single Monitor Desk Arm White
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_244167471730957364.jpg
"Monitor Mounts / Accessories",1690,AM406G,"AOC AM406G Single Monitor Desk Arm Gray",MOAOAM406G,AOC,"AOC AM406G Single Monitor Desk Arm Gray",Box,6,0,89,97.9,,114.00,,"
	AOC AM406G Single Monitor Desk Arm Gray
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6559873411730957006.jpg
"Monitor Mounts / Accessories",1690,AM406W,"AOC AM406W Single Monitor Desk Arm White",MOAOAM406W,AOC,"AOC AM406W Single Monitor Desk Arm White",Box,6,0,89,97.9,,114.00,,"
	AOC AM406W Single Monitor Desk Arm White
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_7416429181730956781.jpg
"Monitor Mounts / Accessories",1690,AM420B,"AOC AM420B Dual Monitor Arm Black",MOAOAM420B,AOC,"AOC AM420B Dual Monitor Arm Black",Box,8,0,142,156.2,04038986631372,159.00,,"
	AOC AM420B Dual Monitor Arm Black
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_4085547971727849049.jpg
"Monitor Mounts / Accessories",1690,AM420S,"AOC AM420S Dual Monitor Arm Silver",MOAOAM420S,AOC,"AOC AM420S Dual Monitor Arm Silver.  Aluminum Alloy Structure. Durable Mechanical Spring. Two Mounting Options. Full Range of Motion. Optimized Tilting Structure. Cable Management",Box,8,0,142,156.2,04038986631396,159.00,,"
	AOC AM420S Dual Monitor Arm Silver Colour
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_4537661211727849213.jpg
"Monitor Mounts / Accessories",1690,AO-ARM3B,"Laser AO-ARM3B 3x monitors rotatable LCD Arm",MOLAO-ARM3B,Laser,"Laser AO-ARM3B 3x monitors rotatable LCD Arm ",Box,15,1,85,93.5,09335432012125,,"
	Coming Soon
","
	Features:

	- Holds up to 3 LCD Monitors/TVs
	- 360&deg; rotation at 2 points
	- Reduce desk clutter
	- Expand the usable working space on the desk.
	- Exquisite Aluminium allow finish and space-age design enhances the monitor and desktop.
	- VESA mounting compatible (75 x 75 &amp; 100 x 100)
	- Holds up to 3 LCD Monitors up to 10kg. each or combine two sets to get 6 LCD up to 8kg. each
	- Easy step by step instructions for installation in the office or at home.
	- Applicable Display: Monitor with VESA Standard Holes: MIS-D
	- Max. Display Weight: 10Kg
	- Mounting Methods: Clamp to the Desk Edge
	- Colour: Silver

	Upgrade Option:

	- Upgradable to support 6 monitors by purchasing two separate sets. (Image illustrated below)

	

	
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_8849453921572505899.jpg
"Monitor Mounts / Accessories",1690,AT-LCDMOUNT-2H,"Astrotek AT-LCDMOUNT-2H Dual Monitor Arm Desk Mount Height",MOBAT-MOUNT-2H,Other,"Astrotek Dual Monitor Arm Desk Mount Stand 36cm for 2 LCD Displays 21.5' 22' 23.6' 24' 27' 15kg 30Ã¸ tilt 180Ã¸ swivel 360Ã¸ rotate VESA 75x75 100x100",Unit,10,1,77,84.7,,89.00,"
	Astrotek Monitor Stand Desk Mount 36cm Arm for Dual Screens 13&quot;-27&quot; 15kg 30&deg; tilt 180&deg; swivel 360&deg; rotate VESA 75x75 100x100
	
	The ASTROTEK AT-LCDMOUNT-2H is a family of economy aluminum 75*75 or 100*100 LCD VESA desk mounts for 13&rdquo;-27&rdquo; monitors. It can support two monitors and the weight capability for each one is 15kgs/33 Ibs. It can rotate 360&deg;, which provide portrait and landscape viewing. You can also adjust the monitor vertically to a desired position. It also has a nice appearance.
	
	&bull; Slide-in VESA Plate: for quick attachment and detachment
	&bull; Aluminum Construction: provides a sleek, lighter, and elegant look
	&bull; 360&deg; Rotary VESA Plate: for more viewing experience
	&bull; Freely Adjusting Height: for an optimal ergonomic position
	&bull; Cable Management: elegantly hides any cables that are attached to displays
	&bull; Monitor Weight Capacity (per screen): 15kg (33lbs)
","
	Astrotek Dual Monitor Arm Desk Mount Stand 36cm for 2 LCD Displays 21.5&#39; 22&#39; 23.6&#39; 24&#39; 27&#39; 15kg 30&oslash; tilt 180&oslash; swivel 360&oslash; rotate VESA 75x75 100x100

	Astrotek Monitor Stand Desk Mount 36cm Arm for Dual Screens 13&quot;-27&quot; 15kg 30&deg; tilt 180&deg; swivel 360&deg; rotate VESA 75x75 100x100
	
	The ASTROTEK AT-LCDMOUNT-2H is a family of economy aluminum 75*75 or 100*100 LCD VESA desk mounts for 13&rdquo;-27&rdquo; monitors. It can support two monitors and the weight capability for each one is 15kgs/33 Ibs. It can rotate 360&deg;, which provide portrait and landscape viewing. You can also adjust the monitor vertically to a desired position. It also has a nice appearance.
	
	&bull; Slide-in VESA Plate: for quick attachment and detachment
	&bull; Aluminum Construction: provides a sleek, lighter, and elegant look
	&bull; 360&deg; Rotary VESA Plate: for more viewing experience
	&bull; Freely Adjusting Height: for an optimal ergonomic position
	&bull; Cable Management: elegantly hides any cables that are attached to displays
	&bull; Monitor Weight Capacity (per screen): 15kg (33lbs)
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6879002781714090663.jpg
